プロット タイトル: site01_spot005(-25)_2021,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 20054307, SEN S/N: 20054307)"
31701,08/26/21 11:00:00 午前,27.924
31702,08/26/21 12:00:00 午後,28.122
31703,08/26/21 01:00:00 午後,28.221
31704,08/26/21 02:00:00 午後,28.27
31705,08/26/21 03:00:00 午後,28.196
31706,08/26/21 04:00:00 午後,27.628
31707,08/26/21 05:00:00 午後,27.161
31708,08/26/21 06:00:00 午後,26.989
31709,08/26/21 07:00:00 午後,27.875
31710,08/26/21 08:00:00 午後,28.27
31711,08/26/21 09:00:00 午後,28.518
31712,08/26/21 10:00:00 午後,27.949
31713,08/26/21 11:00:00 午後,28.32
31714,08/27/21 12:00:00 午前,27.949
31715,08/27/21 01:00:00 午前,28.196
31716,08/27/21 02:00:00 午前,27.063
31717,08/27/21 03:00:00 午前,27.063
31718,08/27/21 04:00:00 午前,27.801
31719,08/27/21 05:00:00 午前,27.235
31720,08/27/21 06:00:00 午前,27.038
31721,08/27/21 07:00:00 午前,27.087
31722,08/27/21 08:00:00 午前,27.85
31723,08/27/21 09:00:00 午前,28.221
31724,08/27/21 10:00:00 午前,27.382
31725,08/27/21 11:00:00 午前,28.245
31726,08/27/21 12:00:00 午後,28.345
31727,08/27/21 01:00:00 午後,27.949
31728,08/27/21 02:00:00 午後,28.072
31729,08/27/21 03:00:00 午後,28.147
31730,08/27/21 04:00:00 午後,27.875
31731,08/27/21 05:00:00 午後,27.456
31732,08/27/21 06:00:00 午後,27.801
31733,08/27/21 07:00:00 午後,27.702
31734,08/27/21 08:00:00 午後,28.444
31735,08/27/21 09:00:00 午後,28.493
31736,08/27/21 10:00:00 午後,28.543
31737,08/27/21 11:00:00 午後,28.32
31738,08/28/21 12:00:00 午前,28.369
31739,08/28/21 01:00:00 午前,28.444
31740,08/28/21 02:00:00 午前,27.924
31741,08/28/21 03:00:00 午前,27.308
31742,08/28/21 04:00:00 午前,27.653
31743,08/28/21 05:00:00 午前,27.505
31744,08/28/21 06:00:00 午前,27.407
31745,08/28/21 07:00:00 午前,28.27
31746,08/28/21 08:00:00 午前,28.468
31747,08/28/21 09:00:00 午前,28.518
31748,08/28/21 10:00:00 午前,28.444
31749,08/28/21 11:00:00 午前,27.186
31750,08/28/21 12:00:00 午後,28.171
31751,08/28/21 01:00:00 午後,28.394
31752,08/28/21 02:00:00 午後,28.444
31753,08/28/21 03:00:00 午後,28.32
31754,08/28/21 04:00:00 午後,27.481
31755,08/28/21 05:00:00 午後,28.023
31756,08/28/21 06:00:00 午後,28.369
31757,08/28/21 07:00:00 午後,27.727
31758,08/28/21 08:00:00 午後,27.998
31759,08/28/21 09:00:00 午後,27.727
31760,08/28/21 10:00:00 午後,27.604
31761,08/28/21 11:00:00 午後,27.801
31762,08/29/21 12:00:00 午前,28.122
31763,08/29/21 01:00:00 午前,28.518
31764,08/29/21 02:00:00 午前,28.593
31765,08/29/21 03:00:00 午前,28.543
31766,08/29/21 04:00:00 午前,27.998
31767,08/29/21 05:00:00 午前,28.097
31768,08/29/21 06:00:00 午前,27.924
31769,08/29/21 07:00:00 午前,27.825
31770,08/29/21 08:00:00 午前,27.85
31771,08/29/21 09:00:00 午前,27.776
31772,08/29/21 10:00:00 午前,27.628
31773,08/29/21 11:00:00 午前,28.147
31774,08/29/21 12:00:00 午後,27.974
31775,08/29/21 01:00:00 午後,28.593
31776,08/29/21 02:00:00 午後,28.667
31777,08/29/21 03:00:00 午後,28.766
31778,08/29/21 04:00:00 午後,28.841
31779,08/29/21 05:00:00 午後,28.493
31780,08/29/21 06:00:00 午後,28.419
31781,08/29/21 07:00:00 午後,28.444
31782,08/29/21 08:00:00 午後,28.072
31783,08/29/21 09:00:00 午後,27.579
31784,08/29/21 10:00:00 午後,28.295
31785,08/29/21 11:00:00 午後,28.717
31786,08/30/21 12:00:00 午前,27.382
31787,08/30/21 01:00:00 午前,27.825
31788,08/30/21 02:00:00 午前,28.122
31789,08/30/21 03:00:00 午前,28.122
31790,08/30/21 04:00:00 午前,27.751
31791,08/30/21 05:00:00 午前,28.32
31792,08/30/21 06:00:00 午前,28.468
31793,08/30/21 07:00:00 午前,28.023
31794,08/30/21 08:00:00 午前,28.221
31795,08/30/21 09:00:00 午前,28.468
31796,08/30/21 10:00:00 午前,28.518
31797,08/30/21 11:00:00 午前,27.776
31798,08/30/21 12:00:00 午後,27.751
31799,08/30/21 01:00:00 午後,27.85
31800,08/30/21 02:00:00 午後,28.221
31801,08/30/21 03:00:00 午後,28.394
31802,08/30/21 04:00:00 午後,28.468
31803,08/30/21 05:00:00 午後,28.493
31804,08/30/21 06:00:00 午後,28.345
31805,08/30/21 07:00:00 午後,28.419
31806,08/30/21 08:00:00 午後,28.32
31807,08/30/21 09:00:00 午後,28.221
31808,08/30/21 10:00:00 午後,28.245
31809,08/30/21 11:00:00 午後,28.245
31810,08/31/21 12:00:00 午前,28.394
31811,08/31/21 01:00:00 午前,28.394
31812,08/31/21 02:00:00 午前,28.345
31813,08/31/21 03:00:00 午前,28.717
31814,08/31/21 04:00:00 午前,28.816
31815,08/31/21 05:00:00 午前,28.419
31816,08/31/21 06:00:00 午前,28.295
31817,08/31/21 07:00:00 午前,28.493
31818,08/31/21 08:00:00 午前,28.617
31819,08/31/21 09:00:00 午前,28.419
31820,08/31/21 10:00:00 午前,28.295
31821,08/31/21 11:00:00 午前,28.345
31822,08/31/21 12:00:00 午後,28.369
31823,08/31/21 01:00:00 午後,28.394
31824,08/31/21 02:00:00 午後,28.419
31825,08/31/21 03:00:00 午後,28.444
31826,08/31/21 04:00:00 午後,28.568
31827,08/31/21 05:00:00 午後,28.642
31828,08/31/21 06:00:00 午後,28.568
31829,08/31/21 07:00:00 午後,28.518
31830,08/31/21 08:00:00 午後,28.617
31831,08/31/21 09:00:00 午後,28.642
31832,08/31/21 10:00:00 午後,28.593
31833,08/31/21 11:00:00 午後,28.791
31834,09/01/21 12:00:00 午前,28.866
31835,09/01/21 01:00:00 午前,28.816
31836,09/01/21 02:00:00 午前,28.766
31837,09/01/21 03:00:00 午前,28.692
31838,09/01/21 04:00:00 午前,28.568
31839,09/01/21 05:00:00 午前,28.593
31840,09/01/21 06:00:00 午前,28.518
31841,09/01/21 07:00:00 午前,28.345
31842,09/01/21 08:00:00 午前,28.593
31843,09/01/21 09:00:00 午前,28.667
31844,09/01/21 10:00:00 午前,28.568
31845,09/01/21 11:00:00 午前,28.692
31846,09/01/21 12:00:00 午後,28.742
31847,09/01/21 01:00:00 午後,28.717
31848,09/01/21 02:00:00 午後,28.692
31849,09/01/21 03:00:00 午後,28.419
31850,09/01/21 04:00:00 午後,28.345
31851,09/01/21 05:00:00 午後,28.369
31852,09/01/21 06:00:00 午後,28.419
31853,09/01/21 07:00:00 午後,28.444
31854,09/01/21 08:00:00 午後,28.493
31855,09/01/21 09:00:00 午後,28.493
31856,09/01/21 10:00:00 午後,28.468
31857,09/01/21 11:00:00 午後,28.394
31858,09/02/21 12:00:00 午前,28.345
31859,09/02/21 01:00:00 午前,28.122
31860,09/02/21 02:00:00 午前,28.196
31861,09/02/21 03:00:00 午前,28.221
31862,09/02/21 04:00:00 午前,28.221
31863,09/02/21 05:00:00 午前,28.617
31864,09/02/21 06:00:00 午前,28.593
31865,09/02/21 07:00:00 午前,28.444
31866,09/02/21 08:00:00 午前,28.345
31867,09/02/21 09:00:00 午前,28.147
31868,09/02/21 10:00:00 午前,28.171
31869,09/02/21 11:00:00 午前,27.998
31870,09/02/21 12:00:00 午後,28.072
31871,09/02/21 01:00:00 午後,28.221
31872,09/02/21 02:00:00 午後,28.345
31873,09/02/21 03:00:00 午後,28.32
31874,09/02/21 04:00:00 午後,28.221
31875,09/02/21 05:00:00 午後,28.147
31876,09/02/21 06:00:00 午後,28.147
31877,09/02/21 07:00:00 午後,28.196
31878,09/02/21 08:00:00 午後,28.221
31879,09/02/21 09:00:00 午後,27.974
31880,09/02/21 10:00:00 午後,28.147
31881,09/02/21 11:00:00 午後,28.245
31882,09/03/21 12:00:00 午前,28.468
31883,09/03/21 01:00:00 午前,28.072
31884,09/03/21 02:00:00 午前,28.097
31885,09/03/21 03:00:00 午前,28.394
31886,09/03/21 04:00:00 午前,28.097
31887,09/03/21 05:00:00 午前,28.122
31888,09/03/21 06:00:00 午前,28.27
31889,09/03/21 07:00:00 午前,28.345
31890,09/03/21 08:00:00 午前,28.221
31891,09/03/21 09:00:00 午前,28.27
31892,09/03/21 10:00:00 午前,28.245
31893,09/03/21 11:00:00 午前,28.518
31894,09/03/21 12:00:00 午後,28.617
31895,09/03/21 01:00:00 午後,28.692
31896,09/03/21 02:00:00 午後,27.801
31897,09/03/21 03:00:00 午後,27.653
31898,09/03/21 04:00:00 午後,27.801
31899,09/03/21 05:00:00 午後,27.53
31900,09/03/21 06:00:00 午後,27.21
31901,09/03/21 07:00:00 午後,27.456
31902,09/03/21 08:00:00 午後,27.702
31903,09/03/21 09:00:00 午後,27.579
31904,09/03/21 10:00:00 午後,28.221
31905,09/03/21 11:00:00 午後,28.617
31906,09/04/21 12:00:00 午前,28.667
31907,09/04/21 01:00:00 午前,28.816
31908,09/04/21 02:00:00 午前,28.866
31909,09/04/21 03:00:00 午前,28.147
31910,09/04/21 04:00:00 午前,28.072
31911,09/04/21 05:00:00 午前,28.419
31912,09/04/21 06:00:00 午前,28.642
31913,09/04/21 07:00:00 午前,28.27
31914,09/04/21 08:00:00 午前,28.394
31915,09/04/21 09:00:00 午前,28.295
31916,09/04/21 10:00:00 午前,28.444
31917,09/04/21 11:00:00 午前,28.667
31918,09/04/21 12:00:00 午後,28.419
31919,09/04/21 01:00:00 午後,28.27
31920,09/04/21 02:00:00 午後,28.394
31921,09/04/21 03:00:00 午後,28.493
31922,09/04/21 04:00:00 午後,28.568
31923,09/04/21 05:00:00 午後,28.593
31924,09/04/21 06:00:00 午後,28.518
31925,09/04/21 07:00:00 午後,28.543
31926,09/04/21 08:00:00 午後,28.717
31927,09/04/21 09:00:00 午後,28.766
31928,09/04/21 10:00:00 午後,28.518
31929,09/04/21 11:00:00 午後,27.974
31930,09/05/21 12:00:00 午前,27.53
31931,09/05/21 01:00:00 午前,27.702
31932,09/05/21 02:00:00 午前,28.048
31933,09/05/21 03:00:00 午前,28.369
31934,09/05/21 04:00:00 午前,27.776
31935,09/05/21 05:00:00 午前,27.53
31936,09/05/21 06:00:00 午前,27.974
31937,09/05/21 07:00:00 午前,27.825
31938,09/05/21 08:00:00 午前,27.949
31939,09/05/21 09:00:00 午前,27.949
31940,09/05/21 10:00:00 午前,28.122
31941,09/05/21 11:00:00 午前,28.295
31942,09/05/21 12:00:00 午後,28.518
31943,09/05/21 01:00:00 午後,28.617
31944,09/05/21 02:00:00 午後,28.097
31945,09/05/21 03:00:00 午後,27.85
31946,09/05/21 04:00:00 午後,27.628
31947,09/05/21 05:00:00 午後,27.653
31948,09/05/21 06:00:00 午後,27.628
31949,09/05/21 07:00:00 午後,27.776
31950,09/05/21 08:00:00 午後,27.801
31951,09/05/21 09:00:00 午後,27.702
31952,09/05/21 10:00:00 午後,27.727
31953,09/05/21 11:00:00 午後,27.727
31954,09/06/21 12:00:00 午前,27.53
31955,09/06/21 01:00:00 午前,27.974
31956,09/06/21 02:00:00 午前,28.245
31957,09/06/21 03:00:00 午前,28.593
31958,09/06/21 04:00:00 午前,28.791
31959,09/06/21 05:00:00 午前,28.692
31960,09/06/21 06:00:00 午前,28.072
31961,09/06/21 07:00:00 午前,28.147
31962,09/06/21 08:00:00 午前,27.628
31963,09/06/21 09:00:00 午前,28.295
31964,09/06/21 10:00:00 午前,28.345
31965,09/06/21 11:00:00 午前,27.974
31966,09/06/21 12:00:00 午後,28.444
31967,09/06/21 01:00:00 午後,28.717
31968,09/06/21 02:00:00 午後,28.916
31969,09/06/21 03:00:00 午後,28.32
31970,09/06/21 04:00:00 午後,28.394
31971,09/06/21 05:00:00 午後,28.518
31972,09/06/21 06:00:00 午後,28.345
31973,09/06/21 07:00:00 午後,28.221
31974,09/06/21 08:00:00 午後,28.196
31975,09/06/21 09:00:00 午後,28.221
31976,09/06/21 10:00:00 午後,27.604
31977,09/06/21 11:00:00 午後,27.825
31978,09/07/21 12:00:00 午前,27.949
31979,09/07/21 01:00:00 午前,27.186
31980,09/07/21 02:00:00 午前,27.53
31981,09/07/21 03:00:00 午前,28.171
31982,09/07/21 04:00:00 午前,28.171
31983,09/07/21 05:00:00 午前,28.245
31984,09/07/21 06:00:00 午前,27.554
31985,09/07/21 07:00:00 午前,27.974
31986,09/07/21 08:00:00 午前,28.171
31987,09/07/21 09:00:00 午前,28.023
31988,09/07/21 10:00:00 午前,27.751
31989,09/07/21 11:00:00 午前,27.825
31990,09/07/21 12:00:00 午後,28.32
31991,09/07/21 01:00:00 午後,28.617
31992,09/07/21 02:00:00 午後,28.072
31993,09/07/21 03:00:00 午後,28.072
31994,09/07/21 04:00:00 午後,28.27
31995,09/07/21 05:00:00 午後,28.444
31996,09/07/21 06:00:00 午後,28.518
31997,09/07/21 07:00:00 午後,28.518
31998,09/07/21 08:00:00 午後,28.345
31999,09/07/21 09:00:00 午後,27.974
32000,09/07/21 10:00:00 午後,27.727
32001,09/07/21 11:00:00 午後,27.653
32002,09/08/21 12:00:00 午前,27.776
32003,09/08/21 01:00:00 午前,27.161
32004,09/08/21 02:00:00 午前,27.628
32005,09/08/21 03:00:00 午前,27.924
32006,09/08/21 04:00:00 午前,27.899
32007,09/08/21 05:00:00 午前,27.924
32008,09/08/21 06:00:00 午前,27.85
32009,09/08/21 07:00:00 午前,28.493
32010,09/08/21 08:00:00 午前,28.617
32011,09/08/21 09:00:00 午前,28.692
32012,09/08/21 10:00:00 午前,28.369
32013,09/08/21 11:00:00 午前,28.245
32014,09/08/21 12:00:00 午後,28.245
32015,09/08/21 01:00:00 午後,28.32
32016,09/08/21 02:00:00 午後,28.617
32017,09/08/21 03:00:00 午後,28.221
32018,09/08/21 04:00:00 午後,28.642
32019,09/08/21 05:00:00 午後,28.742
32020,09/08/21 06:00:00 午後,28.717
32021,09/08/21 07:00:00 午後,28.742
32022,09/08/21 08:00:00 午後,28.642
32023,09/08/21 09:00:00 午後,28.444
32024,09/08/21 10:00:00 午後,28.369
32025,09/08/21 11:00:00 午後,28.171
32026,09/09/21 12:00:00 午前,28.617
32027,09/09/21 01:00:00 午前,27.456
32028,09/09/21 02:00:00 午前,28.023
32029,09/09/21 03:00:00 午前,28.642
32030,09/09/21 04:00:00 午前,28.742
32031,09/09/21 05:00:00 午前,28.766
32032,09/09/21 06:00:00 午前,28.766
32033,09/09/21 07:00:00 午前,28.543
32034,09/09/21 08:00:00 午前,27.974
32035,09/09/21 09:00:00 午前,27.801
32036,09/09/21 10:00:00 午前,28.419
32037,09/09/21 11:00:00 午前,27.776
32038,09/09/21 12:00:00 午後,28.221
32039,09/09/21 01:00:00 午後,27.604
32040,09/09/21 02:00:00 午後,28.394
32041,09/09/21 03:00:00 午後,28.642
32042,09/09/21 04:00:00 午後,28.816
32043,09/09/21 05:00:00 午後,28.791
32044,09/09/21 06:00:00 午後,28.965
32045,09/09/21 07:00:00 午後,28.617
32046,09/09/21 08:00:00 午後,28.221
32047,09/09/21 09:00:00 午後,27.875
32048,09/09/21 10:00:00 午後,27.924
32049,09/09/21 11:00:00 午後,28.245
32050,09/10/21 12:00:00 午前,28.742
32051,09/10/21 01:00:00 午前,28.245
32052,09/10/21 02:00:00 午前,27.924
32053,09/10/21 03:00:00 午前,27.776
32054,09/10/21 04:00:00 午前,27.776
32055,09/10/21 05:00:00 午前,28.32
32056,09/10/21 06:00:00 午前,28.493
32057,09/10/21 07:00:00 午前,28.543
32058,09/10/21 08:00:00 午前,28.419
32059,09/10/21 09:00:00 午前,27.702
32060,09/10/21 10:00:00 午前,27.875
32061,09/10/21 11:00:00 午前,28.122
32062,09/10/21 12:00:00 午後,28.32
32063,09/10/21 01:00:00 午後,28.369
32064,09/10/21 02:00:00 午後,27.554
32065,09/10/21 03:00:00 午後,27.702
32066,09/10/21 04:00:00 午後,27.825
32067,09/10/21 05:00:00 午後,28.221
32068,09/10/21 06:00:00 午後,28.369
32069,09/10/21 07:00:00 午後,28.32
32070,09/10/21 08:00:00 午後,28.27
32071,09/10/21 09:00:00 午後,27.727
32072,09/10/21 10:00:00 午後,27.628
32073,09/10/21 11:00:00 午後,27.801
32074,09/11/21 12:00:00 午前,26.867
32075,09/11/21 01:00:00 午前,26.891
32076,09/11/21 02:00:00 午前,27.112
32077,09/11/21 03:00:00 午前,27.481
32078,09/11/21 04:00:00 午前,27.382
32079,09/11/21 05:00:00 午前,27.974
32080,09/11/21 06:00:00 午前,28.171
32081,09/11/21 07:00:00 午前,28.072
32082,09/11/21 08:00:00 午前,28.097
32083,09/11/21 09:00:00 午前,27.825
32084,09/11/21 10:00:00 午前,27.136
32085,09/11/21 11:00:00 午前,27.431
32086,09/11/21 12:00:00 午後,26.867
32087,09/11/21 01:00:00 午後,27.924
32088,09/11/21 02:00:00 午後,28.196
32089,09/11/21 03:00:00 午後,28.345
32090,09/11/21 04:00:00 午後,27.924
32091,09/11/21 05:00:00 午後,27.382
32092,09/11/21 06:00:00 午後,27.604
32093,09/11/21 07:00:00 午後,27.727
32094,09/11/21 08:00:00 午後,27.825
32095,09/11/21 09:00:00 午後,27.382
32096,09/11/21 10:00:00 午後,26.256
32097,09/11/21 11:00:00 午後,27.235
32098,09/12/21 12:00:00 午前,27.333
32099,09/12/21 01:00:00 午前,26.916
32100,09/12/21 02:00:00 午前,27.038
32101,09/12/21 03:00:00 午前,27.628
32102,09/12/21 04:00:00 午前,27.825
32103,09/12/21 05:00:00 午前,26.842
32104,09/12/21 06:00:00 午前,27.333
32105,09/12/21 07:00:00 午前,27.801
32106,09/12/21 08:00:00 午前,27.974
32107,09/12/21 09:00:00 午前,28.048
32108,09/12/21 10:00:00 午前,27.801
32109,09/12/21 11:00:00 午前,27.382
32110,09/12/21 12:00:00 午後,26.5
32111,09/12/21 01:00:00 午後,27.751
32112,09/12/21 02:00:00 午後,26.94
32113,09/12/21 03:00:00 午後,27.751
32114,09/12/21 04:00:00 午後,27.727
32115,09/12/21 05:00:00 午後,26.965
32116,09/12/21 06:00:00 午後,27.53
32117,09/12/21 07:00:00 午後,27.235
32118,09/12/21 08:00:00 午後,27.776
32119,09/12/21 09:00:00 午後,28.048
32120,09/12/21 10:00:00 午後,27.825
32121,09/12/21 11:00:00 午後,28.122
32122,09/13/21 12:00:00 午前,28.122
32123,09/13/21 01:00:00 午前,28.27
32124,09/13/21 02:00:00 午前,27.974
32125,09/13/21 03:00:00 午前,27.653
32126,09/13/21 04:00:00 午前,26.475
32127,09/13/21 05:00:00 午前,27.358
32128,09/13/21 06:00:00 午前,27.284
32129,09/13/21 07:00:00 午前,26.646
32130,09/13/21 08:00:00 午前,25.939
32131,09/13/21 09:00:00 午前,26.134
32132,09/13/21 10:00:00 午前,26.549
32133,09/13/21 11:00:00 午前,26.867
32134,09/13/21 12:00:00 午後,26.744
32135,09/13/21 01:00:00 午後,27.112
32136,09/13/21 02:00:00 午後,27.382
32137,09/13/21 03:00:00 午後,27.53
32138,09/13/21 04:00:00 午後,27.431
32139,09/13/21 05:00:00 午後,27.259
32140,09/13/21 06:00:00 午後,27.431
32141,09/13/21 07:00:00 午後,27.431
32142,09/13/21 08:00:00 午後,26.134
32143,09/13/21 09:00:00 午後,25.866
32144,09/13/21 10:00:00 午後,25.939
32145,09/13/21 11:00:00 午後,26.231
32146,09/14/21 12:00:00 午前,27.087
32147,09/14/21 01:00:00 午前,27.407
32148,09/14/21 02:00:00 午前,27.456
32149,09/14/21 03:00:00 午前,27.481
32150,09/14/21 04:00:00 午前,27.186
32151,09/14/21 05:00:00 午前,27.431
32152,09/14/21 06:00:00 午前,27.53
32153,09/14/21 07:00:00 午前,26.207
32154,09/14/21 08:00:00 午前,25.963
32155,09/14/21 09:00:00 午前,26.475
32156,09/14/21 10:00:00 午前,27.038
32157,09/14/21 11:00:00 午前,27.161
32158,09/14/21 12:00:00 午後,26.695
32159,09/14/21 01:00:00 午後,26.744
32160,09/14/21 02:00:00 午後,26.842
32161,09/14/21 03:00:00 午後,26.965
32162,09/14/21 04:00:00 午後,27.038
32163,09/14/21 05:00:00 午後,27.333
32164,09/14/21 06:00:00 午後,27.431
32165,09/14/21 07:00:00 午後,27.456
32166,09/14/21 08:00:00 午後,27.53
32167,09/14/21 09:00:00 午後,27.481
32168,09/14/21 10:00:00 午後,27.382
32169,09/14/21 11:00:00 午後,27.382
32170,09/15/21 12:00:00 午前,27.087
32171,09/15/21 01:00:00 午前,26.5
32172,09/15/21 02:00:00 午前,26.426
32173,09/15/21 03:00:00 午前,26.671
32174,09/15/21 04:00:00 午前,26.573
32175,09/15/21 05:00:00 午前,26.891
32176,09/15/21 06:00:00 午前,26.94
32177,09/15/21 07:00:00 午前,26.94
32178,09/15/21 08:00:00 午前,26.965
32179,09/15/21 09:00:00 午前,26.622
32180,09/15/21 10:00:00 午前,26.622
32181,09/15/21 11:00:00 午前,26.598
32182,09/15/21 12:00:00 午後,26.158
32183,09/15/21 01:00:00 午後,26.402
32184,09/15/21 02:00:00 午後,26.965
32185,09/15/21 03:00:00 午後,26.598
32186,09/15/21 04:00:00 午後,26.622
32187,09/15/21 05:00:00 午後,26.72
32188,09/15/21 06:00:00 午後,26.744
32189,09/15/21 07:00:00 午後,26.769
32190,09/15/21 08:00:00 午後,26.842
32191,09/15/21 09:00:00 午後,26.989
32192,09/15/21 10:00:00 午後,27.038
32193,09/15/21 11:00:00 午後,27.038
32194,09/16/21 12:00:00 午前,26.646
32195,09/16/21 01:00:00 午前,26.5
32196,09/16/21 02:00:00 午前,26.207
32197,09/16/21 03:00:00 午前,26.646
32198,09/16/21 04:00:00 午前,26.646
32199,09/16/21 05:00:00 午前,26.109
32200,09/16/21 06:00:00 午前,26.329
32201,09/16/21 07:00:00 午前,26.622
32202,09/16/21 08:00:00 午前,26.671
32203,09/16/21 09:00:00 午前,26.867
32204,09/16/21 10:00:00 午前,27.063
32205,09/16/21 11:00:00 午前,27.235
32206,09/16/21 12:00:00 午後,27.382
32207,09/16/21 01:00:00 午後,27.456
32208,09/16/21 02:00:00 午後,27.481
32209,09/16/21 03:00:00 午後,27.431
32210,09/16/21 04:00:00 午後,27.505
32211,09/16/21 05:00:00 午後,27.653
32212,09/16/21 06:00:00 午後,27.727
32213,09/16/21 07:00:00 午後,27.924
32214,09/16/21 08:00:00 午後,28.171
32215,09/16/21 09:00:00 午後,28.27
32216,09/16/21 10:00:00 午後,27.751
32217,09/16/21 11:00:00 午後,27.653
32218,09/17/21 12:00:00 午前,27.899
32219,09/17/21 01:00:00 午前,27.776
32220,09/17/21 02:00:00 午前,26.598
32221,09/17/21 03:00:00 午前,27.85
32222,09/17/21 04:00:00 午前,27.554
32223,09/17/21 05:00:00 午前,27.161
32224,09/17/21 06:00:00 午前,27.653
