プロット タイトル: site05_spot014_2020,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 20523064, SEN S/N: 20523064)",カプラー取り外し (LGR S/N: 20523064),カプラー取り付け (LGR S/N: 20523064),ホスト接続 (LGR S/N: 20523064),ファイルの終わり (LGR S/N: 20523064)
10329,04/28/20 04:00:00 午前,21.676,,,,
10330,04/28/20 04:30:00 午前,21.963,,,,
10331,04/28/20 05:00:00 午前,22.154,,,,
10332,04/28/20 05:30:00 午前,22.202,,,,
10333,04/28/20 06:00:00 午前,22.202,,,,
10334,04/28/20 06:30:00 午前,22.178,,,,
10335,04/28/20 07:00:00 午前,22.226,,,,
10336,04/28/20 07:30:00 午前,22.226,,,,
10337,04/28/20 08:00:00 午前,22.25,,,,
10338,04/28/20 08:30:00 午前,22.274,,,,
10339,04/28/20 09:00:00 午前,22.274,,,,
10340,04/28/20 09:30:00 午前,22.298,,,,
10341,04/28/20 10:00:00 午前,22.321,,,,
10342,04/28/20 10:30:00 午前,22.298,,,,
10343,04/28/20 11:00:00 午前,22.226,,,,
10344,04/28/20 11:30:00 午前,22.226,,,,
10345,04/28/20 12:00:00 午後,22.226,,,,
10346,04/28/20 12:30:00 午後,22.25,,,,
10347,04/28/20 01:00:00 午後,22.25,,,,
10348,04/28/20 01:30:00 午後,22.226,,,,
10349,04/28/20 02:00:00 午後,22.25,,,,
10350,04/28/20 02:30:00 午後,22.345,,,,
10351,04/28/20 03:00:00 午後,22.369,,,,
10352,04/28/20 03:30:00 午後,22.537,,,,
10353,04/28/20 04:00:00 午後,22.489,,,,
10354,04/28/20 04:30:00 午後,22.441,,,,
10355,04/28/20 05:00:00 午後,22.369,,,,
10356,04/28/20 05:30:00 午後,22.369,,,,
10357,04/28/20 06:00:00 午後,22.345,,,,
10358,04/28/20 06:30:00 午後,22.345,,,,
10359,04/28/20 07:00:00 午後,22.321,,,,
10360,04/28/20 07:30:00 午後,22.321,,,,
10361,04/28/20 08:00:00 午後,22.345,,,,
10362,04/28/20 08:30:00 午後,22.345,,,,
10363,04/28/20 09:00:00 午後,22.345,,,,
10364,04/28/20 09:30:00 午後,22.321,,,,
10365,04/28/20 10:00:00 午後,22.321,,,,
10366,04/28/20 10:30:00 午後,22.321,,,,
10367,04/28/20 11:00:00 午後,22.321,,,,
10368,04/28/20 11:30:00 午後,22.298,,,,
10369,04/29/20 12:00:00 午前,22.298,,,,
10370,04/29/20 12:30:00 午前,22.274,,,,
10371,04/29/20 01:00:00 午前,22.274,,,,
10372,04/29/20 01:30:00 午前,22.25,,,,
10373,04/29/20 02:00:00 午前,22.25,,,,
10374,04/29/20 02:30:00 午前,22.25,,,,
10375,04/29/20 03:00:00 午前,22.226,,,,
10376,04/29/20 03:30:00 午前,22.226,,,,
10377,04/29/20 04:00:00 午前,22.202,,,,
10378,04/29/20 04:30:00 午前,22.202,,,,
10379,04/29/20 05:00:00 午前,22.178,,,,
10380,04/29/20 05:30:00 午前,22.178,,,,
10381,04/29/20 06:00:00 午前,22.178,,,,
10382,04/29/20 06:30:00 午前,22.154,,,,
10383,04/29/20 07:00:00 午前,22.154,,,,
10384,04/29/20 07:30:00 午前,22.154,,,,
10385,04/29/20 08:00:00 午前,22.154,,,,
10386,04/29/20 08:30:00 午前,22.154,,,,
10387,04/29/20 09:00:00 午前,22.178,,,,
10388,04/29/20 09:30:00 午前,22.178,,,,
10389,04/29/20 10:00:00 午前,22.178,,,,
10390,04/29/20 10:30:00 午前,22.178,,,,
10391,04/29/20 11:00:00 午前,22.178,,,,
10392,04/29/20 11:30:00 午前,22.178,,,,
10393,04/29/20 12:00:00 午後,22.202,,,,
10394,04/29/20 12:30:00 午後,22.202,,,,
10395,04/29/20 01:00:00 午後,22.25,,,,
10396,04/29/20 01:30:00 午後,22.274,,,,
10397,04/29/20 02:00:00 午後,22.274,,,,
10398,04/29/20 02:30:00 午後,22.298,,,,
10399,04/29/20 03:00:00 午後,22.274,,,,
10400,04/29/20 03:30:00 午後,22.25,,,,
10401,04/29/20 04:00:00 午後,22.226,,,,
10402,04/29/20 04:30:00 午後,22.298,,,,
10403,04/29/20 05:00:00 午後,22.321,,,,
10404,04/29/20 05:30:00 午後,22.25,,,,
10405,04/29/20 06:00:00 午後,22.178,,,,
10406,04/29/20 06:30:00 午後,22.178,,,,
10407,04/29/20 07:00:00 午後,22.178,,,,
10408,04/29/20 07:30:00 午後,22.178,,,,
10409,04/29/20 08:00:00 午後,22.178,,,,
10410,04/29/20 08:30:00 午後,22.154,,,,
10411,04/29/20 09:00:00 午後,22.154,,,,
10412,04/29/20 09:30:00 午後,22.154,,,,
10413,04/29/20 10:00:00 午後,22.178,,,,
10414,04/29/20 10:30:00 午後,22.202,,,,
10415,04/29/20 11:00:00 午後,22.202,,,,
10416,04/29/20 11:30:00 午後,22.202,,,,
10417,04/30/20 12:00:00 午前,22.202,,,,
10418,04/30/20 12:30:00 午前,22.202,,,,
10419,04/30/20 01:00:00 午前,22.202,,,,
10420,04/30/20 01:30:00 午前,22.106,,,,
10421,04/30/20 02:00:00 午前,22.106,,,,
10422,04/30/20 02:30:00 午前,22.106,,,,
10423,04/30/20 03:00:00 午前,22.082,,,,
10424,04/30/20 03:30:00 午前,22.106,,,,
10425,04/30/20 04:00:00 午前,22.082,,,,
10426,04/30/20 04:30:00 午前,22.106,,,,
10427,04/30/20 05:00:00 午前,22.082,,,,
10428,04/30/20 05:30:00 午前,22.082,,,,
10429,04/30/20 06:00:00 午前,22.058,,,,
10430,04/30/20 06:30:00 午前,22.082,,,,
10431,04/30/20 07:00:00 午前,22.106,,,,
10432,04/30/20 07:30:00 午前,22.13,,,,
10433,04/30/20 08:00:00 午前,22.154,,,,
10434,04/30/20 08:30:00 午前,22.154,,,,
10435,04/30/20 09:00:00 午前,22.178,,,,
10436,04/30/20 09:30:00 午前,22.178,,,,
10437,04/30/20 10:00:00 午前,22.202,,,,
10438,04/30/20 10:30:00 午前,22.226,,,,
10439,04/30/20 11:00:00 午前,22.226,,,,
10440,04/30/20 11:30:00 午前,22.226,,,,
10441,04/30/20 12:00:00 午後,22.226,,,,
10442,04/30/20 12:30:00 午後,22.25,,,,
10443,04/30/20 01:00:00 午後,22.274,,,,
10444,04/30/20 01:30:00 午後,22.298,,,,
10445,04/30/20 02:00:00 午後,22.369,,,,
10446,04/30/20 02:30:00 午後,22.369,,,,
10447,04/30/20 03:00:00 午後,22.345,,,,
10448,04/30/20 03:30:00 午後,22.345,,,,
10449,04/30/20 04:00:00 午後,22.321,,,,
10450,04/30/20 04:30:00 午後,22.345,,,,
10451,04/30/20 05:00:00 午後,22.369,,,,
10452,04/30/20 05:30:00 午後,22.298,,,,
10453,04/30/20 06:00:00 午後,22.226,,,,
10454,04/30/20 06:30:00 午後,22.298,,,,
10455,04/30/20 07:00:00 午後,22.321,,,,
10456,04/30/20 07:30:00 午後,22.298,,,,
10457,04/30/20 08:00:00 午後,22.25,,,,
10458,04/30/20 08:30:00 午後,22.202,,,,
10459,04/30/20 09:00:00 午後,22.082,,,,
10460,04/30/20 09:30:00 午後,22.058,,,,
10461,04/30/20 10:00:00 午後,22.058,,,,
10462,04/30/20 10:30:00 午後,22.058,,,,
10463,04/30/20 11:00:00 午後,22.082,,,,
10464,04/30/20 11:30:00 午後,22.082,,,,
10465,05/01/20 12:00:00 午前,22.058,,,,
10466,05/01/20 12:30:00 午前,22.058,,,,
10467,05/01/20 01:00:00 午前,22.058,,,,
10468,05/01/20 01:30:00 午前,22.058,,,,
10469,05/01/20 02:00:00 午前,22.082,,,,
10470,05/01/20 02:30:00 午前,22.082,,,,
10471,05/01/20 03:00:00 午前,22.082,,,,
10472,05/01/20 03:30:00 午前,22.082,,,,
10473,05/01/20 04:00:00 午前,22.106,,,,
10474,05/01/20 04:30:00 午前,22.106,,,,
10475,05/01/20 05:00:00 午前,22.106,,,,
10476,05/01/20 05:30:00 午前,22.13,,,,
10477,05/01/20 06:00:00 午前,22.13,,,,
10478,05/01/20 06:30:00 午前,22.154,,,,
10479,05/01/20 07:00:00 午前,22.154,,,,
10480,05/01/20 07:30:00 午前,22.178,,,,
10481,05/01/20 08:00:00 午前,22.202,,,,
10482,05/01/20 08:30:00 午前,22.226,,,,
10483,05/01/20 09:00:00 午前,22.25,,,,
10484,05/01/20 09:30:00 午前,22.298,,,,
10485,05/01/20 10:00:00 午前,22.321,,,,
10486,05/01/20 10:30:00 午前,22.345,,,,
10487,05/01/20 11:00:00 午前,22.369,,,,
10488,05/01/20 11:30:00 午前,22.417,,,,
10489,05/01/20 12:00:00 午後,22.465,,,,
10490,05/01/20 12:30:00 午後,22.489,,,,
10491,05/01/20 01:00:00 午後,22.513,,,,
10492,05/01/20 01:30:00 午後,22.537,,,,
10493,05/01/20 02:00:00 午後,22.561,,,,
10494,05/01/20 02:30:00 午後,22.561,,,,
10495,05/01/20 03:00:00 午後,22.561,,,,
10496,05/01/20 03:30:00 午後,22.537,,,,
10497,05/01/20 04:00:00 午後,22.489,,,,
10498,05/01/20 04:30:00 午後,22.417,,,,
10499,05/01/20 05:00:00 午後,22.465,,,,
10500,05/01/20 05:30:00 午後,22.441,,,,
10501,05/01/20 06:00:00 午後,22.441,,,,
10502,05/01/20 06:30:00 午後,22.369,,,,
10503,05/01/20 07:00:00 午後,22.369,,,,
10504,05/01/20 07:30:00 午後,22.417,,,,
10505,05/01/20 08:00:00 午後,22.345,,,,
10506,05/01/20 08:30:00 午後,22.298,,,,
10507,05/01/20 09:00:00 午後,22.202,,,,
10508,05/01/20 09:30:00 午後,22.178,,,,
10509,05/01/20 10:00:00 午後,22.154,,,,
10510,05/01/20 10:30:00 午後,22.13,,,,
10511,05/01/20 11:00:00 午後,22.082,,,,
10512,05/01/20 11:30:00 午後,22.034,,,,
10513,05/02/20 12:00:00 午前,22.034,,,,
10514,05/02/20 12:30:00 午前,22.034,,,,
10515,05/02/20 01:00:00 午前,22.034,,,,
10516,05/02/20 01:30:00 午前,22.058,,,,
10517,05/02/20 02:00:00 午前,22.058,,,,
10518,05/02/20 02:30:00 午前,22.082,,,,
10519,05/02/20 03:00:00 午前,22.082,,,,
10520,05/02/20 03:30:00 午前,22.082,,,,
10521,05/02/20 04:00:00 午前,22.202,,,,
10522,05/02/20 04:30:00 午前,22.25,,,,
10523,05/02/20 05:00:00 午前,22.321,,,,
10524,05/02/20 05:30:00 午前,22.298,,,,
10525,05/02/20 06:00:00 午前,22.226,,,,
10526,05/02/20 06:30:00 午前,22.202,,,,
10527,05/02/20 07:00:00 午前,22.226,,,,
10528,05/02/20 07:30:00 午前,22.226,,,,
10529,05/02/20 08:00:00 午前,22.298,,,,
10530,05/02/20 08:30:00 午前,22.345,,,,
10531,05/02/20 09:00:00 午前,22.369,,,,
10532,05/02/20 09:30:00 午前,22.25,,,,
10533,05/02/20 10:00:00 午前,22.345,,,,
10534,05/02/20 10:30:00 午前,22.321,,,,
10535,05/02/20 11:00:00 午前,22.298,,,,
10536,05/02/20 11:30:00 午前,22.25,,,,
10537,05/02/20 12:00:00 午後,22.25,,,,
10538,05/02/20 12:30:00 午後,22.298,,,,
10539,05/02/20 01:00:00 午後,22.321,,,,
10540,05/02/20 01:30:00 午後,22.345,,,,
10541,05/02/20 02:00:00 午後,22.369,,,,
10542,05/02/20 02:30:00 午後,22.393,,,,
10543,05/02/20 03:00:00 午後,22.393,,,,
10544,05/02/20 03:30:00 午後,22.417,,,,
10545,05/02/20 04:00:00 午後,22.417,,,,
10546,05/02/20 04:30:00 午後,22.393,,,,
10547,05/02/20 05:00:00 午後,22.393,,,,
10548,05/02/20 05:30:00 午後,22.393,,,,
10549,05/02/20 06:00:00 午後,22.393,,,,
10550,05/02/20 06:30:00 午後,22.369,,,,
10551,05/02/20 07:00:00 午後,22.298,,,,
10552,05/02/20 07:30:00 午後,22.25,,,,
10553,05/02/20 08:00:00 午後,22.274,,,,
10554,05/02/20 08:30:00 午後,22.178,,,,
10555,05/02/20 09:00:00 午後,22.226,,,,
10556,05/02/20 09:30:00 午後,22.226,,,,
10557,05/02/20 10:00:00 午後,22.154,,,,
10558,05/02/20 10:30:00 午後,22.13,,,,
10559,05/02/20 11:00:00 午後,22.13,,,,
10560,05/02/20 11:30:00 午後,22.106,,,,
10561,05/03/20 12:00:00 午前,22.082,,,,
10562,05/03/20 12:30:00 午前,22.154,,,,
10563,05/03/20 01:00:00 午前,22.178,,,,
10564,05/03/20 01:30:00 午前,22.202,,,,
10565,05/03/20 02:00:00 午前,22.202,,,,
10566,05/03/20 02:30:00 午前,22.202,,,,
10567,05/03/20 03:00:00 午前,22.178,,,,
10568,05/03/20 03:30:00 午前,22.154,,,,
10569,05/03/20 04:00:00 午前,22.13,,,,
10570,05/03/20 04:30:00 午前,22.13,,,,
10571,05/03/20 05:00:00 午前,22.25,,,,
10572,05/03/20 05:30:00 午前,22.321,,,,
10573,05/03/20 06:00:00 午前,22.345,,,,
10574,05/03/20 06:30:00 午前,22.369,,,,
10575,05/03/20 07:00:00 午前,22.369,,,,
10576,05/03/20 07:30:00 午前,22.393,,,,
10577,05/03/20 08:00:00 午前,22.417,,,,
10578,05/03/20 08:30:00 午前,22.417,,,,
10579,05/03/20 09:00:00 午前,22.441,,,,
10580,05/03/20 09:30:00 午前,22.441,,,,
10581,05/03/20 10:00:00 午前,22.465,,,,
10582,05/03/20 10:30:00 午前,22.465,,,,
10583,05/03/20 11:00:00 午前,22.489,,,,
10584,05/03/20 11:30:00 午前,22.513,,,,
10585,05/03/20 12:00:00 午後,22.561,,,,
10586,05/03/20 12:30:00 午後,22.585,,,,
10587,05/03/20 01:00:00 午後,22.609,,,,
10588,05/03/20 01:30:00 午後,22.609,,,,
10589,05/03/20 02:00:00 午後,22.609,,,,
10590,05/03/20 02:30:00 午後,22.633,,,,
10591,05/03/20 03:00:00 午後,22.657,,,,
10592,05/03/20 03:30:00 午後,22.657,,,,
10593,05/03/20 04:00:00 午後,22.681,,,,
10594,05/03/20 04:30:00 午後,22.681,,,,
10595,05/03/20 05:00:00 午後,22.729,,,,
10596,05/03/20 05:30:00 午後,22.8,,,,
10597,05/03/20 06:00:00 午後,22.753,,,,
10598,05/03/20 06:30:00 午後,22.753,,,,
10599,05/03/20 07:00:00 午後,22.729,,,,
10600,05/03/20 07:30:00 午後,22.729,,,,
10601,05/03/20 08:00:00 午後,22.705,,,,
10602,05/03/20 08:30:00 午後,22.705,,,,
10603,05/03/20 09:00:00 午後,22.705,,,,
10604,05/03/20 09:30:00 午後,22.729,,,,
10605,05/03/20 10:00:00 午後,22.705,,,,
10606,05/03/20 10:30:00 午後,22.705,,,,
10607,05/03/20 11:00:00 午後,22.681,,,,
10608,05/03/20 11:30:00 午後,22.681,,,,
10609,05/04/20 12:00:00 午前,22.489,,,,
10610,05/04/20 12:30:00 午前,22.298,,,,
10611,05/04/20 01:00:00 午前,22.321,,,,
10612,05/04/20 01:30:00 午前,22.274,,,,
10613,05/04/20 02:00:00 午前,22.25,,,,
10614,05/04/20 02:30:00 午前,22.178,,,,
10615,05/04/20 03:00:00 午前,22.274,,,,
10616,05/04/20 03:30:00 午前,22.609,,,,
10617,05/04/20 04:00:00 午前,22.657,,,,
10618,05/04/20 04:30:00 午前,22.633,,,,
10619,05/04/20 05:00:00 午前,22.561,,,,
10620,05/04/20 05:30:00 午前,22.489,,,,
10621,05/04/20 06:00:00 午前,22.465,,,,
10622,05/04/20 06:30:00 午前,22.417,,,,
10623,05/04/20 07:00:00 午前,22.537,,,,
10624,05/04/20 07:30:00 午前,22.561,,,,
10625,05/04/20 08:00:00 午前,22.633,,,,
10626,05/04/20 08:30:00 午前,22.513,,,,
10627,05/04/20 09:00:00 午前,22.417,,,,
10628,05/04/20 09:30:00 午前,22.369,,,,
10629,05/04/20 10:00:00 午前,22.393,,,,
10630,05/04/20 10:30:00 午前,22.393,,,,
10631,05/04/20 11:00:00 午前,22.393,,,,
10632,05/04/20 11:30:00 午前,22.393,,,,
10633,05/04/20 12:00:00 午後,22.393,,,,
10634,05/04/20 12:30:00 午後,22.393,,,,
10635,05/04/20 01:00:00 午後,22.393,,,,
10636,05/04/20 01:30:00 午後,22.537,,,,
10637,05/04/20 02:00:00 午後,22.729,,,,
10638,05/04/20 02:30:00 午後,22.681,,,,
10639,05/04/20 03:00:00 午後,22.705,,,,
10640,05/04/20 03:30:00 午後,22.753,,,,
10641,05/04/20 04:00:00 午後,22.8,,,,
10642,05/04/20 04:30:00 午後,22.8,,,,
10643,05/04/20 05:00:00 午後,22.824,,,,
10644,05/04/20 05:30:00 午後,22.896,,,,
10645,05/04/20 06:00:00 午後,22.944,,,,
10646,05/04/20 06:30:00 午後,22.896,,,,
10647,05/04/20 07:00:00 午後,22.8,,,,
10648,05/04/20 07:30:00 午後,22.8,,,,
10649,05/04/20 08:00:00 午後,22.8,,,,
10650,05/04/20 08:30:00 午後,22.729,,,,
10651,05/04/20 09:00:00 午後,22.776,,,,
10652,05/04/20 09:30:00 午後,22.753,,,,
10653,05/04/20 10:00:00 午後,22.824,,,,
10654,05/04/20 10:30:00 午後,22.753,,,,
10655,05/04/20 11:00:00 午後,22.705,,,,
10656,05/04/20 11:30:00 午後,22.561,,,,
10657,05/05/20 12:00:00 午前,22.489,,,,
10658,05/05/20 12:30:00 午前,22.417,,,,
10659,05/05/20 01:00:00 午前,22.393,,,,
10660,05/05/20 01:30:00 午前,22.393,,,,
10661,05/05/20 02:00:00 午前,22.369,,,,
10662,05/05/20 02:30:00 午前,22.345,,,,
10663,05/05/20 03:00:00 午前,22.369,,,,
10664,05/05/20 03:30:00 午前,22.393,,,,
10665,05/05/20 04:00:00 午前,22.465,,,,
10666,05/05/20 04:30:00 午前,22.417,,,,
10667,05/05/20 05:00:00 午前,22.465,,,,
10668,05/05/20 05:30:00 午前,22.441,,,,
10669,05/05/20 06:00:00 午前,22.393,,,,
10670,05/05/20 06:30:00 午前,22.441,,,,
10671,05/05/20 07:00:00 午前,22.441,,,,
10672,05/05/20 07:30:00 午前,22.489,,,,
10673,05/05/20 08:00:00 午前,22.729,,,,
10674,05/05/20 08:30:00 午前,22.776,,,,
10675,05/05/20 09:00:00 午前,22.776,,,,
10676,05/05/20 09:30:00 午前,22.729,,,,
10677,05/05/20 10:00:00 午前,22.633,,,,
10678,05/05/20 10:30:00 午前,22.633,,,,
10679,05/05/20 11:00:00 午前,22.633,,,,
10680,05/05/20 11:30:00 午前,22.657,,,,
10681,05/05/20 12:00:00 午後,22.657,,,,
10682,05/05/20 12:30:00 午後,22.896,,,,
10683,05/05/20 01:00:00 午後,23.136,,,,
10684,05/05/20 01:30:00 午後,22.824,,,,
10685,05/05/20 02:00:00 午後,23.16,,,,
10686,05/05/20 02:30:00 午後,23.448,,,,
10687,05/05/20 03:00:00 午後,23.569,,,,
10688,05/05/20 03:30:00 午後,23.617,,,,
10689,05/05/20 04:00:00 午後,23.593,,,,
10690,05/05/20 04:30:00 午後,23.424,,,,
10691,05/05/20 05:00:00 午後,23.256,,,,
10692,05/05/20 05:30:00 午後,22.968,,,,
10693,05/05/20 06:00:00 午後,22.92,,,,
10694,05/05/20 06:30:00 午後,22.729,,,,
10695,05/05/20 07:00:00 午後,22.872,,,,
10696,05/05/20 07:30:00 午後,22.776,,,,
10697,05/05/20 08:00:00 午後,22.753,,,,
10698,05/05/20 08:30:00 午後,22.681,,,,
10699,05/05/20 09:00:00 午後,22.657,,,,
10700,05/05/20 09:30:00 午後,22.729,,,,
10701,05/05/20 10:00:00 午後,22.657,,,,
10702,05/05/20 10:30:00 午後,22.633,,,,
10703,05/05/20 11:00:00 午後,22.657,,,,
10704,05/05/20 11:30:00 午後,22.609,,,,
10705,05/06/20 12:00:00 午前,22.609,,,,
10706,05/06/20 12:30:00 午前,22.609,,,,
10707,05/06/20 01:00:00 午前,22.585,,,,
10708,05/06/20 01:30:00 午前,22.609,,,,
10709,05/06/20 02:00:00 午前,22.585,,,,
10710,05/06/20 02:30:00 午前,22.585,,,,
10711,05/06/20 03:00:00 午前,22.609,,,,
10712,05/06/20 03:30:00 午前,22.8,,,,
10713,05/06/20 04:00:00 午前,22.992,,,,
10714,05/06/20 04:30:00 午前,23.04,,,,
10715,05/06/20 05:00:00 午前,22.92,,,,
10716,05/06/20 05:30:00 午前,22.968,,,,
10717,05/06/20 06:00:00 午前,22.92,,,,
10718,05/06/20 06:30:00 午前,23.208,,,,
10719,05/06/20 07:00:00 午前,23.184,,,,
10720,05/06/20 07:30:00 午前,23.16,,,,
10721,05/06/20 08:00:00 午前,23.088,,,,
10722,05/06/20 08:30:00 午前,23.016,,,,
10723,05/06/20 09:00:00 午前,22.729,,,,
10724,05/06/20 09:30:00 午前,22.824,,,,
10725,05/06/20 10:00:00 午前,22.776,,,,
10726,05/06/20 10:30:00 午前,22.776,,,,
10727,05/06/20 11:00:00 午前,23.04,,,,
10728,05/06/20 11:30:00 午前,22.944,,,,
10729,05/06/20 12:00:00 午後,22.92,,,,
10730,05/06/20 12:30:00 午後,22.92,,,,
10731,05/06/20 01:00:00 午後,22.824,,,,
10732,05/06/20 01:30:00 午後,23.088,,,,
10733,05/06/20 02:00:00 午後,23.328,,,,
10734,05/06/20 02:30:00 午後,23.064,,,,
10735,05/06/20 03:00:00 午後,23.136,,,,
10736,05/06/20 03:30:00 午後,23.497,,,,
10737,05/06/20 04:00:00 午後,23.737,,,,
10738,05/06/20 04:30:00 午後,23.833,,,,
10739,05/06/20 05:00:00 午後,23.833,,,,
10740,05/06/20 05:30:00 午後,23.857,,,,
10741,05/06/20 06:00:00 午後,23.881,,,,
10742,05/06/20 06:30:00 午後,23.472,,,,
10743,05/06/20 07:00:00 午後,23.448,,,,
10744,05/06/20 07:30:00 午後,23.352,,,,
10745,05/06/20 08:00:00 午後,23.761,,,,
10746,05/06/20 08:30:00 午後,23.809,,,,
10747,05/06/20 09:00:00 午後,23.905,,,,
10748,05/06/20 09:30:00 午後,23.833,,,,
10749,05/06/20 10:00:00 午後,23.833,,,,
10750,05/06/20 10:30:00 午後,23.93,,,,
10751,05/06/20 11:00:00 午後,23.905,,,,
10752,05/06/20 11:30:00 午後,23.954,,,,
10753,05/07/20 12:00:00 午前,23.905,,,,
10754,05/07/20 12:30:00 午前,23.785,,,,
10755,05/07/20 01:00:00 午前,23.809,,,,
10756,05/07/20 01:30:00 午前,23.809,,,,
10757,05/07/20 02:00:00 午前,23.809,,,,
10758,05/07/20 02:30:00 午前,23.785,,,,
10759,05/07/20 03:00:00 午前,23.665,,,,
10760,05/07/20 03:30:00 午前,23.472,,,,
10761,05/07/20 04:00:00 午前,22.848,,,,
10762,05/07/20 04:30:00 午前,22.729,,,,
10763,05/07/20 05:00:00 午前,22.489,,,,
10764,05/07/20 05:30:00 午前,22.585,,,,
10765,05/07/20 06:00:00 午前,22.537,,,,
10766,05/07/20 06:30:00 午前,22.92,,,,
10767,05/07/20 07:00:00 午前,22.705,,,,
10768,05/07/20 07:30:00 午前,23.16,,,,
10769,05/07/20 08:00:00 午前,23.136,,,,
10770,05/07/20 08:30:00 午前,23.136,,,,
10771,05/07/20 09:00:00 午前,23.184,,,,
10772,05/07/20 09:30:00 午前,23.208,,,,
10773,05/07/20 10:00:00 午前,23.328,,,,
10774,05/07/20 10:30:00 午前,23.112,,,,
10775,05/07/20 11:00:00 午前,22.896,,,,
10776,05/07/20 11:30:00 午前,23.256,,,,
10777,05/07/20 12:00:00 午後,23.448,,,,
10778,05/07/20 12:30:00 午後,22.968,,,,
10779,05/07/20 01:00:00 午後,23.136,,,,
10780,05/07/20 01:30:00 午後,23.112,,,,
10781,05/07/20 02:00:00 午後,23.208,,,,
10782,05/07/20 02:30:00 午後,23.136,,,,
10783,05/07/20 03:00:00 午後,23.04,,,,
10784,05/07/20 03:30:00 午後,22.896,,,,
10785,05/07/20 04:00:00 午後,22.872,,,,
10786,05/07/20 04:30:00 午後,22.872,,,,
10787,05/07/20 05:00:00 午後,22.753,,,,
10788,05/07/20 05:30:00 午後,22.681,,,,
10789,05/07/20 06:00:00 午後,22.633,,,,
10790,05/07/20 06:30:00 午後,22.561,,,,
10791,05/07/20 07:00:00 午後,22.561,,,,
10792,05/07/20 07:30:00 午後,22.441,,,,
10793,05/07/20 08:00:00 午後,22.321,,,,
10794,05/07/20 08:30:00 午後,22.274,,,,
10795,05/07/20 09:00:00 午後,22.321,,,,
10796,05/07/20 09:30:00 午後,22.465,,,,
10797,05/07/20 10:00:00 午後,22.705,,,,
10798,05/07/20 10:30:00 午後,22.537,,,,
10799,05/07/20 11:00:00 午後,22.585,,,,
10800,05/07/20 11:30:00 午後,22.633,,,,
10801,05/08/20 12:00:00 午前,22.537,,,,
10802,05/08/20 12:30:00 午前,22.633,,,,
10803,05/08/20 01:00:00 午前,22.657,,,,
10804,05/08/20 01:30:00 午前,22.657,,,,
10805,05/08/20 02:00:00 午前,22.537,,,,
10806,05/08/20 02:30:00 午前,22.417,,,,
10807,05/08/20 03:00:00 午前,22.345,,,,
10808,05/08/20 03:30:00 午前,22.417,,,,
10809,05/08/20 04:00:00 午前,22.513,,,,
10810,05/08/20 04:30:00 午前,22.489,,,,
10811,05/08/20 05:00:00 午前,22.465,,,,
10812,05/08/20 05:30:00 午前,22.609,,,,
10813,05/08/20 06:00:00 午前,22.585,,,,
10814,05/08/20 06:30:00 午前,22.585,,,,
10815,05/08/20 07:00:00 午前,22.657,,,,
10816,05/08/20 07:30:00 午前,22.705,,,,
10817,05/08/20 08:00:00 午前,22.705,,,,
10818,05/08/20 08:30:00 午前,22.705,,,,
10819,05/08/20 09:00:00 午前,22.657,,,,
10820,05/08/20 09:30:00 午前,22.561,,,,
10821,05/08/20 10:00:00 午前,22.848,,,,
10822,05/08/20 10:30:00 午前,22.896,,,,
10823,05/08/20 11:00:00 午前,22.848,,,,
10824,05/08/20 11:30:00 午前,22.872,,,,
10825,05/08/20 12:00:00 午後,23.088,,,,
10826,05/08/20 12:30:00 午後,23.16,,,,
10827,05/08/20 01:00:00 午後,23.136,,,,
10828,05/08/20 01:30:00 午後,23.016,,,,
10829,05/08/20 02:00:00 午後,23.064,,,,
10830,05/08/20 02:30:00 午後,22.92,,,,
10831,05/08/20 03:00:00 午後,22.992,,,,
10832,05/08/20 03:30:00 午後,22.872,,,,
10833,05/08/20 04:00:00 午後,22.896,,,,
10834,05/08/20 04:30:00 午後,22.92,,,,
10835,05/08/20 05:00:00 午後,22.92,,,,
10836,05/08/20 05:30:00 午後,22.824,,,,
10837,05/08/20 06:00:00 午後,22.824,,,,
10838,05/08/20 06:30:00 午後,22.824,,,,
10839,05/08/20 07:00:00 午後,22.824,,,,
10840,05/08/20 07:30:00 午後,22.8,,,,
10841,05/08/20 08:00:00 午後,22.776,,,,
10842,05/08/20 08:30:00 午後,22.585,,,,
10843,05/08/20 09:00:00 午後,22.513,,,,
10844,05/08/20 09:30:00 午後,22.369,,,,
10845,05/08/20 10:00:00 午後,22.345,,,,
10846,05/08/20 10:30:00 午後,22.417,,,,
10847,05/08/20 11:00:00 午後,22.369,,,,
10848,05/08/20 11:30:00 午後,22.321,,,,
10849,05/09/20 12:00:00 午前,22.441,,,,
10850,05/09/20 12:30:00 午前,22.537,,,,
